topic,date,avg_sentiment,frequency
🥇 QUALITA,2018-10,0.11842105263157902,152
🥇 QUALITA,2018-11,0.086834733893557475,357
🥇 QUALITA,2018-12,0.10714285714285715,406
🥇 QUALITA,2019-01,0.12004175365344463,479
🥇 QUALITA,2019-02,0.11122661122661122,481
🥇 QUALITA,2019-03,0.10843373493975904,415
🥇 QUALITA,2019-04,0.090464547677261684,409
🥇 QUALITA,2019-05,0.12433155080213895,374
🥇 QUALITA,2019-06,0.14782608695652172,345
🥇 QUALITA,2019-07,0.11246200607902736,329
🥇 QUALITA,2019-08,0.12969924812030073,266
🥇 QUALITA,2019-09,0.11498257839721254,287
🥇 QUALITA,2019-10,0.12903225806451613,403
🥇 QUALITA,2019-11,0.11190476190476188,420
🥇 QUALITA,2019-12,0.11944444444444459,360
🥇 QUALITA,2020-01,0.094104308390022734,441
🥇 QUALITA,2020-02,0.14082687338501299,387
🥇 QUALITA,2020-03,0.15740740740740744,162
🥇 QUALITA,2020-04,0.205223880597015,134
🥇 QUALITA,2020-05,0.13043478260869559,230
🥇 QUALITA,2020-06,0.12500000000000003,236
🥇 QUALITA,2020-07,0.0935374149659864,294
🥇 QUALITA,2020-08,0.073863636363636354,176
🥇 QUALITA,2020-09,0.1394422310756972,251
🥇 QUALITA,2020-10,0.1111111111111111,18
🥇 QUALITA,2020-11,0.14479638009049772,221
🥇 QUALITA,2020-12,0.11842105263157897,266
🥇 QUALITA,2021-01,0.10030395136778118,329
🥇 QUALITA,2021-02,0.16009852216748777,406
🥇 QUALITA,2021-03,0.1472081218274113,394
